Location,MAC Address,Avg signal strength,"standard deviation, if applicable",sample size
Sign-In,0c:27:24:51:57:54,-70.916664,0.9537935,12
Sign-In,0c:27:24:51:57:5b,-85.4,2.9393878,20
Sign-In,0c:27:24:51:57:5c,-86.416664,2.465033,12
Sign-In,0c:27:24:51:57:5d,-85.28571,2.9137256,21
Sign-In,0c:27:24:51:57:5e,-84.454544,1.5587662,11
Sign-In,0c:27:24:51:57:5f,-84.75,3.4040418,20
Sign-In,0c:27:24:69:cd:20,-76.5,4.2720017,12
Sign-In,0c:27:24:69:cd:21,-73,0,3
Sign-In,0c:27:24:69:cd:22,-78,0,5
Sign-In,0c:27:24:69:cd:2b,-88,0,4
Sign-In,0c:27:24:69:cd:2c,-79,11.61895,8
Sign-In,0c:27:24:69:cd:2d,-77.42857,13.361535,7
Sign-In,0c:27:24:69:cd:2e,-78.875,13.071319,8
Sign-In,0c:27:24:69:cd:2f,-76,12,6
Sign-In,0c:27:24:8e:6b:40,-62.105263,3.945614,19
Sign-In,0c:27:24:8e:6b:41,-62,3.6193922,20
Sign-In,0c:27:24:8e:6b:42,-61.5,1.2845232,10
Sign-In,0c:27:24:8e:6b:43,-62.7,3.6069374,20
Sign-In,0c:27:24:8e:6b:44,-62.466667,4.3492017,15
Sign-In,0c:27:24:8e:6b:4b,-79.3,3.465545,10
Sign-In,0c:27:24:8e:6b:4c,-75.681816,3.0209327,22
Sign-In,0c:27:24:8e:6b:4d,-71.75,3.1444395,20
Sign-In,0c:27:24:8e:6b:4e,-73.05882,3.621352,17
Sign-In,0c:27:24:8e:6b:4f,-73.75,3.9226904,20
Sign-In,0c:27:24:8e:6f:c0,-70.4,3.6110942,10
Sign-In,0c:27:24:8e:6f:c1,-68.26667,1.7688667,15
Sign-In,0c:27:24:8e:6f:c2,-70.888885,3.4783278,9
Sign-In,0c:27:24:8e:6f:c3,-67.94444,2.067533,18
Sign-In,0c:27:24:8e:6f:c4,-66,0,3
Sign-In,0c:27:24:8e:6f:cb,-75.318184,5.1468115,22
Sign-In,0c:27:24:8e:6f:cc,-77.8125,4.706628,16
Sign-In,0c:27:24:8e:6f:cd,-74.681816,2.8185484,22
Sign-In,0c:27:24:8e:6f:ce,-74.86364,2.817082,22
Sign-In,0c:27:24:8e:6f:cf,-74.818184,2.5696898,22
Sign-In,0c:27:24:8e:8b:10,-85,1.0954452,10
Sign-In,0c:27:24:8e:8b:12,-84.17647,0.78480387,17
Sign-In,0c:27:24:8e:8b:13,-85.5,0.5,12
Sign-In,0c:27:24:8e:8b:14,-86.2,2.039608,10
Sign-In,0c:27:24:8e:8f:20,-80.55556,2.9855618,9
Sign-In,0c:27:24:8e:8f:21,-72.833336,0.372678,6
Sign-In,0c:27:24:8e:8f:24,-78,0,4
Sign-In,0c:27:24:8e:8f:2b,-90,0,1
Sign-In,0c:27:24:8e:8f:2d,-89,0,3
Sign-In,0c:27:24:8e:8f:2e,-85,0,3
Sign-In,0c:27:24:8e:8f:5d,-92,0,5
Sign-In,0c:27:24:8e:d2:14,-85,0,3
Sign-In,0c:27:24:8e:d2:16,-85,0,3
Sign-In,0c:27:24:aa:55:b0,-85,0,3
Sign-In,0c:27:24:aa:55:b1,-85,0,5
Sign-In,0c:27:24:aa:55:b3,-80,0,5
Sign-In,0c:27:24:aa:55:bb,-88.625,0.48412293,8
Sign-In,0c:27:24:aa:55:bc,-91,0,5
Sign-In,0c:27:24:aa:55:bd,-89,0,3
Sign-In,0c:27:24:aa:55:be,-90,0,11
Sign-In,0c:27:24:aa:55:bf,-89,0,8
Sign-In,0c:27:24:aa:96:f0,-75,0,3
Sign-In,0c:27:24:aa:96:f3,-72,0,3
Sign-In,0c:27:24:ab:3b:4d,-84,0,5
Sign-In,14:dd:a9:8a:cf:08,-82.76471,3.0395317,17
Sign-In,24:a2:e1:ea:c7:f4,-68.36364,2.532434,22
Sign-In,24:a2:e1:ea:c7:f5,-89,0,3
Sign-In,30:b5:c2:b2:5c:dd,-89,0,9
Sign-In,30:b5:c2:b2:5c:de,-72.95,3.3387873,20
Sign-In,42:72:e8:df:8d:fc,-82.47369,2.9445477,19
Sign-In,58:97:bd:31:04:60,-65.8,2.7129316,20
Sign-In,58:97:bd:31:04:61,-66,0,6
Sign-In,58:97:bd:31:04:62,-66.72727,4.633689,22
Sign-In,58:97:bd:31:04:63,-65.63636,1.9198828,11
Sign-In,58:97:bd:31:04:64,-66.70588,3.3389802,17
Sign-In,58:97:bd:31:04:6b,-77.318184,3.153445,22
Sign-In,58:97:bd:31:04:6c,-76.38095,2.256761,21
Sign-In,58:97:bd:31:04:6d,-75.38095,2.3799999,21
Sign-In,58:97:bd:31:04:6e,-73.954544,2.2048972,22
Sign-In,58:97:bd:31:04:6f,-75.27273,2.471323,22
Sign-In,58:97:bd:38:00:00,-76.52941,2.061343,17
Sign-In,58:97:bd:38:00:01,-72.53333,3.1594658,15
Sign-In,58:97:bd:38:00:02,-75.9,3.9230087,20
Sign-In,58:97:bd:38:00:03,-78,0,5
Sign-In,58:97:bd:38:00:04,-75,3.6449573,14
Sign-In,58:97:bd:38:00:0b,-85.85714,1.884415,21
Sign-In,58:97:bd:38:00:0c,-83.86667,3.138294,15
Sign-In,58:97:bd:38:00:0d,-84.2381,2.5053232,21
Sign-In,58:97:bd:38:00:0e,-83.64706,1.8130629,17
Sign-In,58:97:bd:38:00:0f,-83.166664,3.4520526,18
Sign-In,58:97:bd:38:0a:d0,-66.3,2.758623,20
Sign-In,58:97:bd:38:0a:d1,-65.84615,1.4595127,13
Sign-In,58:97:bd:38:0a:d2,-66.86364,5.8488183,22
Sign-In,58:97:bd:38:0a:d3,-68.111115,0.993808,9
Sign-In,58:97:bd:38:0a:d4,-67.86364,5.3876576,22
Sign-In,58:97:bd:38:0a:db,-73.066666,3.855155,15
Sign-In,58:97:bd:38:0a:dc,-73.947365,3.3162074,19
Sign-In,58:97:bd:38:0a:dd,-72,3.1167748,21
Sign-In,58:97:bd:38:0a:de,-71.190475,2.17385,21
Sign-In,58:97:bd:38:0a:df,-71.90909,2.6613238,22
Sign-In,58:97:bd:3d:ef:11,-83,0,10
Sign-In,58:97:bd:3d:ef:13,-86,0,5
Sign-In,58:97:bd:3d:ef:1b,-81.545456,4.2823873,22
Sign-In,58:97:bd:3d:ef:1c,-83.44444,3.2356045,18
Sign-In,58:97:bd:3d:ef:1d,-83.42857,2.6649656,14
Sign-In,58:97:bd:3d:ef:1e,-81.61905,4.0880337,21
Sign-In,58:97:bd:3d:ef:1f,-81.5,3.381097,22
Sign-In,58:97:bd:3d:ef:d0,-88,0,5
Sign-In,58:97:bd:3d:ef:d4,-88,0,5
Sign-In,58:97:bd:3d:ef:db,-90,0,5
Sign-In,58:97:bd:3d:ef:dd,-90,0,5
Sign-In,58:97:bd:3d:ef:de,-91,0,6
Sign-In,58:97:bd:3d:f4:30,-68,5.378971,15
Sign-In,58:97:bd:3d:f4:31,-68.57143,1.9166298,7
Sign-In,58:97:bd:3d:f4:32,-67.5,1.8574176,10
Sign-In,58:97:bd:3d:f4:33,-63.25,1.7853571,12
Sign-In,58:97:bd:3d:f4:34,-66.9,2.3430748,10
Sign-In,58:97:bd:3d:f4:3b,-68.30769,2.9190254,13
Sign-In,58:97:bd:3d:f4:3c,-70.55,3.7745862,20
Sign-In,58:97:bd:3d:f4:3d,-68.63636,3.3648646,22
Sign-In,58:97:bd:3d:f4:3e,-68.22727,3.1324084,22
Sign-In,58:97:bd:3d:f4:3f,-67.954544,2.7712367,22
Sign-In,5c:83:8f:27:22:60,-81.06896,2.7534437,29
Sign-In,5c:83:8f:27:22:61,-82.166664,3.236081,30
Sign-In,5c:83:8f:27:22:62,-82.27778,2.6311293,36
Sign-In,5c:83:8f:27:22:63,-85,2.2466908,21
Sign-In,5c:83:8f:27:22:64,-84.36842,2.9237778,19
Sign-In,5c:83:8f:27:22:65,-84.65,4.2222624,20
Sign-In,5c:83:8f:27:22:66,-82.90476,3.3509736,21
Sign-In,5c:83:8f:27:22:67,-81.35294,4.458187,17
Sign-In,5c:83:8f:27:22:68,-83.625,2.9553976,16
Sign-In,5c:83:8f:27:22:69,-85.27273,2.9875777,22
Sign-In,5c:83:8f:27:22:6a,-80.545456,2.1046975,11
Sign-In,5c:83:8f:27:22:6b,-81.7,2.7037013,20
Sign-In,5c:83:8f:27:22:6c,-84.13333,3.0739043,15
Sign-In,5c:83:8f:27:22:6d,-83.75,3.7380762,28
Sign-In,5c:83:8f:27:22:6e,-82.24,3.7339523,25
Sign-In,5c:83:8f:27:22:6f,-80.77273,3.2464218,22
Sign-In,5c:83:8f:41:cf:60,-71.51852,2.7402403,27
Sign-In,5c:83:8f:41:cf:61,-71.4054,3.1318715,37
Sign-In,5c:83:8f:41:cf:62,-73.59259,4.490808,27
Sign-In,5c:83:8f:41:cf:63,-76.5,2.1266706,22
Sign-In,5c:83:8f:41:cf:64,-75.454544,3.0260575,22
Sign-In,5c:83:8f:41:cf:65,-74.72222,2.804868,18
Sign-In,5c:83:8f:41:cf:66,-70.190475,3.527026,21
Sign-In,5c:83:8f:41:cf:67,-71.454544,3.9164832,22
Sign-In,5c:83:8f:41:cf:68,-73.5,4.520157,22
Sign-In,5c:83:8f:41:cf:69,-74.31579,3.839581,19
Sign-In,5c:83:8f:41:cf:6a,-75,3.7416575,18
Sign-In,5c:83:8f:41:cf:6b,-69.57143,2.9531488,21
Sign-In,5c:83:8f:41:cf:6c,-69.09091,3.160971,22
Sign-In,5c:83:8f:41:cf:6d,-69.53658,2.6048505,41
Sign-In,5c:83:8f:41:cf:6e,-70.92308,3.075,39
Sign-In,5c:83:8f:41:cf:6f,-71.933334,2.8511205,30
Sign-In,64:a0:e7:db:fe:50,-72.23529,2.60157,17
Sign-In,64:a0:e7:db:fe:51,-77,4,10
Sign-In,64:a0:e7:db:fe:52,-69.77778,1.7497796,9
Sign-In,64:a0:e7:db:fe:53,-74.625,3.4618456,16
Sign-In,64:a0:e7:db:fe:54,-72.809525,2.5563934,21
Sign-In,64:a0:e7:db:fe:5b,-82.86667,1.3597383,15
Sign-In,64:a0:e7:db:fe:5c,-83.94118,2.899708,17
Sign-In,64:a0:e7:db:fe:5d,-82.375,1.57619,16
Sign-In,64:a0:e7:db:fe:5e,-82.65,2.372235,20
Sign-In,64:a0:e7:db:fe:5f,-82.29412,1.3179624,17
Sign-In,64:a0:e7:f8:de:30,-63.833332,1.9075873,12
Sign-In,64:a0:e7:f8:de:31,-67,0,5
Sign-In,64:a0:e7:f8:de:32,-60,0,5
Sign-In,64:a0:e7:f8:de:33,-65,0,4
Sign-In,64:a0:e7:f8:de:34,-68,0,6
Sign-In,64:a0:e7:f8:de:3b,-63,3.9496837,15
Sign-In,64:a0:e7:f8:de:3c,-62.6,7.7226934,20
Sign-In,64:a0:e7:f8:de:3d,-59.545456,3.1294389,22
Sign-In,64:a0:e7:f8:de:3e,-59.81818,3.1999483,22
Sign-In,64:a0:e7:f8:de:3f,-60.909092,3.629539,22
Sign-In,64:a0:e7:fe:3a:d4,-87,0,6
Sign-In,64:a0:e7:fe:3b:e0,-87,1.490712,9
Sign-In,64:a0:e7:fe:3b:e3,-88.166664,0.372678,12
Sign-In,64:a0:e7:fe:3b:e4,-87,0,3
Sign-In,64:a0:e7:fe:40:e0,-81.5,1.118034,18
Sign-In,64:a0:e7:fe:40:e1,-83,0,4
Sign-In,64:a0:e7:fe:40:e2,-85,0,6
Sign-In,64:a0:e7:fe:40:eb,-89.52941,1.5384349,17
Sign-In,64:a0:e7:fe:40:ec,-90.875,1.4523687,8
Sign-In,64:a0:e7:fe:40:ed,-90.083336,1.3202482,12
Sign-In,64:a0:e7:fe:40:ef,-88.117645,0.89982694,17
Sign-In,64:a0:e7:fe:45:b2,-86,0,5
Sign-In,64:a0:e7:fe:45:b4,-85.77778,2.2986846,9
Sign-In,64:a0:e7:fe:45:bb,-86.44444,2.2662308,9
Sign-In,64:a0:e7:fe:45:bc,-86.72727,0.74965554,11
Sign-In,64:a0:e7:fe:45:bd,-86.545456,2.8719215,11
Sign-In,64:a0:e7:fe:45:be,-86.545456,0.49792957,11
Sign-In,64:a0:e7:fe:45:bf,-86.25,0.7216878,12
Sign-In,64:a0:e7:fe:47:01,-71,0,3
Sign-In,64:a0:e7:fe:47:02,-66,0,5
Sign-In,64:a0:e7:fe:47:03,-66,2.345208,8
Sign-In,64:a0:e7:fe:47:04,-68.36364,3.3648646,11
Sign-In,64:a0:e7:fe:47:0b,-84.3125,2.083229,16
Sign-In,64:a0:e7:fe:47:0c,-83.333336,3.9609203,15
Sign-In,64:a0:e7:fe:47:0d,-83.1579,2.7195811,19
Sign-In,64:a0:e7:fe:47:0e,-81.52381,3.6334302,21
Sign-In,64:a0:e7:fe:47:0f,-82,1,16
Sign-In,64:a0:e7:ff:46:f0,-62,4.253341,22
Sign-In,64:a0:e7:ff:46:f1,-60.625,3.2763357,16
Sign-In,64:a0:e7:ff:46:f2,-62.285713,6.2116847,21
Sign-In,64:a0:e7:ff:46:f3,-59.363636,2.6891272,22
Sign-In,64:a0:e7:ff:46:f4,-60.85,2.3081377,20
Sign-In,64:a0:e7:ff:46:fb,-52.238094,4.3084054,21
Sign-In,64:a0:e7:ff:46:fc,-56.6,2.1071308,10
Sign-In,64:a0:e7:ff:46:fd,-53,3.3709993,22
Sign-In,64:a0:e7:ff:46:fe,-53.045456,3.3774288,22
Sign-In,64:a0:e7:ff:46:ff,-53.045456,3.417565,22
Sign-In,80:ea:96:f3:7b:a6,-91,0,3
Sign-In,e8:ed:f3:29:83:41,-88,0,5
Sign-In,e8:ed:f3:29:83:43,-88,0,4
Sign-In,e8:ed:f3:29:83:4f,-87,0,5
Sign-In,ec:e1:a9:6f:a2:a0,-78.27273,2.9875774,11
Sign-In,ec:e1:a9:6f:a2:a1,-79.4,5.607138,10
Sign-In,ec:e1:a9:6f:a2:a2,-79.35714,3.2864904,14
Sign-In,ec:e1:a9:6f:a2:a3,-79.545456,5.9446483,11
Sign-In,ec:e1:a9:6f:a2:a4,-77.05882,2.8173957,17
Sign-In,ec:e1:a9:6f:a2:a6,-75,0,4
Sign-In,ec:e1:a9:6f:a2:a7,-76,0,3
Sign-In,ec:e1:a9:6f:a2:a8,-77.066666,1.6519349,15
Sign-In,ec:e1:a9:6f:a2:a9,-79.875,0.59947896,8
Sign-In,ec:e1:a9:6f:a2:aa,-77,0,3
Sign-In,ec:e1:a9:6f:a2:ac,-82.71429,4.9487166,7
Sign-In,ec:e1:a9:6f:a2:af,-79.2,1.077033,10
Sign-In,f0:92:1c:9c:72:1d,-86.3,3.522783,10
Sign-In,f4:1f:c2:5a:41:b0,-83.304344,4.174819,23
Sign-In,f4:1f:c2:5a:41:b1,-81.6,3.352611,20
Sign-In,f4:1f:c2:5a:41:b2,-85.63636,4.395715,11
Sign-In,f4:1f:c2:5a:41:b3,-85.55556,1.8324913,9
Sign-In,f4:1f:c2:5a:41:b4,-83.36364,5.5640526,11
Sign-In,f4:1f:c2:5a:41:b5,-90,1,6
Sign-In,f4:1f:c2:5a:41:b6,-83.57143,5.9126296,14
Sign-In,f4:1f:c2:5a:41:b7,-84.27778,3.9271924,18
Sign-In,f4:1f:c2:5a:41:b8,-86.1,2.118962,10
Sign-In,f4:1f:c2:5a:41:b9,-83.6,5.3888774,10
Sign-In,f4:1f:c2:5a:41:ba,-86.44444,3.303571,9
Sign-In,f4:1f:c2:5a:41:bb,-84.25,4.656984,12
Sign-In,f4:1f:c2:5a:41:bc,-82.7,3.407345,20
Sign-In,f4:1f:c2:5a:41:bd,-84.8,3.5721142,10
Sign-In,f4:1f:c2:5a:41:bf,-85.55556,2.4317853,18
Sign-In,f4:1f:c2:71:da:20,-81.09091,3.3697731,11
Sign-In,f4:1f:c2:71:da:22,-75.47619,3.7495277,21
Sign-In,f4:1f:c2:71:da:23,-71.818184,4.0635448,11
Sign-In,f4:1f:c2:71:da:24,-73.6,0.489898,15
Sign-In,f4:1f:c2:71:da:25,-71.454544,4.49977,11
Sign-In,f4:1f:c2:71:da:26,-75.809525,2.9859843,21
Sign-In,f4:1f:c2:71:da:27,-90,0,3
Sign-In,f4:1f:c2:71:da:28,-82.84615,5.8683786,13
Sign-In,f4:1f:c2:71:da:29,-76.69231,4.213251,13
Sign-In,f4:1f:c2:71:da:2a,-76,3.6273813,19
Sign-In,f4:1f:c2:71:da:2b,-77.333336,3.2998316,18
Sign-In,f4:1f:c2:71:da:2c,-84.818184,5.701964,11
Sign-In,f4:1f:c2:71:da:2d,-70.72727,3.3053925,11
Sign-In,f4:1f:c2:71:da:2e,-69,3,8
Sign-In,f4:1f:c2:71:da:2f,-73.333336,1.885618,9
Sign-In,f4:1f:c2:e6:2c:20,-86,0,3
Sign-In,f4:1f:c2:e6:2c:24,-86,0,3
Sign-In,f4:1f:c2:e6:2c:26,-88,0,5
Sign-In,f4:1f:c2:e6:2c:28,-85,0,3
Sign-In,f4:1f:c2:e6:2c:2c,-88,0,5
Sign-In,00:0f:66:31:90:ad,-85.0625,2.2491317,16
Sign-In,02:20:f0:fa:0d:f7,-87.36364,1.3995273,22
Sign-In,02:28:b8:ef:73:ee,-66.53571,1.679331,28
Sign-In,0c:27:24:51:57:50,-72.375,2.0577598,16
Sign-In,0c:27:24:51:57:51,-71.4,2.2271059,25
Sign-In,0c:27:24:51:57:52,-73.2,2.4,25
Sign-In,0c:27:24:51:57:53,-74.25,1.299038,16
Sign-In,0c:27:24:51:57:54,-74.64286,3.0380242,14
Sign-In,0c:27:24:51:57:5b,-87.72727,1.9582416,22
Sign-In,0c:27:24:51:57:5c,-87.35714,0.71784824,14
Sign-In,0c:27:24:51:57:5d,-86.96,1.7771888,25
Sign-In,0c:27:24:51:57:5e,-88,0,17
Sign-In,0c:27:24:51:57:5f,-86.56,2.099143,25
Sign-In,0c:27:24:69:cd:20,-72,2.5033312,15
Sign-In,0c:27:24:69:cd:21,-72.95652,2.0950933,23
Sign-In,0c:27:24:69:cd:22,-76.2,3.9191835,10
Sign-In,0c:27:24:69:cd:23,-72.63636,1.4937888,11
Sign-In,0c:27:24:69:cd:24,-76.05882,3.2443726,17
Sign-In,0c:27:24:69:cd:2c,-88.416664,1.6051134,12
Sign-In,0c:27:24:69:cd:2e,-85.14286,0.34992713,7
Sign-In,0c:27:24:69:cd:2f,-89,0,1
Sign-In,0c:27:24:8e:6b:40,-61.307693,3.8507657,26
Sign-In,0c:27:24:8e:6b:41,-60.3,3.494281,20
Sign-In,0c:27:24:8e:6b:42,-62.105263,2.4038289,19
Sign-In,0c:27:24:8e:6b:43,-61.454544,3.0707898,22
Sign-In,0c:27:24:8e:6b:44,-61.958332,3.2336664,24
Sign-In,0c:27:24:8e:6b:4b,-77.666664,1.462494,24
Sign-In,0c:27:24:8e:6b:4c,-75.42857,3.6719196,21
Sign-In,0c:27:24:8e:6b:4d,-75.40741,2.3767278,27
Sign-In,0c:27:24:8e:6b:4e,-75.14286,3.1927853,28
Sign-In,0c:27:24:8e:6b:4f,-75.625,2.359599,24
Sign-In,0c:27:24:8e:6f:c0,-60.88889,1.4098419,18
Sign-In,0c:27:24:8e:6f:c1,-69.94444,2.9149466,18
Sign-In,0c:27:24:8e:6f:c2,-65.46154,2.3076923,13
Sign-In,0c:27:24:8e:6f:c3,-66.59091,5.6541147,22
Sign-In,0c:27:24:8e:6f:c4,-62.11111,0.87488973,18
Sign-In,0c:27:24:8e:6f:cb,-77.458336,4.6186147,24
Sign-In,0c:27:24:8e:6f:cc,-79.2381,3.765821,21
Sign-In,0c:27:24:8e:6f:cd,-75.10714,3.7448947,28
Sign-In,0c:27:24:8e:6f:ce,-75.32143,3.798999,28
Sign-In,0c:27:24:8e:6f:cf,-75,3.625308,28
Sign-In,0c:27:24:8e:8b:10,-82,2.1420166,17
Sign-In,0c:27:24:8e:8b:11,-86.30769,1.2639751,13
Sign-In,0c:27:24:8e:8b:13,-83.55556,2.0061634,18
Sign-In,0c:27:24:8e:8b:14,-82,0,5
Sign-In,0c:27:24:8e:8f:20,-77.71429,2.185294,7
Sign-In,0c:27:24:8e:8f:21,-75,0,2
Sign-In,0c:27:24:8e:8f:22,-79,0,11
Sign-In,0c:27:24:8e:8f:23,-75.76471,2.624083,17
Sign-In,0c:27:24:8e:8f:24,-76.57143,3.755268,14
Sign-In,0c:27:24:aa:55:b1,-83.888885,0.993808,9
Sign-In,0c:27:24:aa:55:bb,-90,0,7
Sign-In,0c:27:24:aa:55:bd,-90,0,4
Sign-In,0c:27:24:aa:55:bf,-90,0,4
Sign-In,0c:27:24:aa:96:f3,-83.833336,0.372678,6
Sign-In,0c:27:24:ab:3b:40,-83,0,2
Sign-In,0c:27:24:ab:3b:4d,-87,0,5
Sign-In,0c:27:24:ab:3b:4e,-84,0,2
Sign-In,0c:27:24:ab:3b:4f,-84,0,2
Sign-In,10:bf:48:e5:cb:34,-87,0,1
Sign-In,14:dd:a9:8a:cf:08,-83.565216,4.9151587,23
Sign-In,24:a2:e1:ea:c7:f4,-66.67857,5.1481867,28
Sign-In,24:a2:e1:ea:c7:f5,-89.85714,1.059457,14
Sign-In,30:b5:c2:b2:5c:de,-72.2,1.8547238,25
Sign-In,42:72:e8:df:8d:fc,-80.67857,2.5781167,28
Sign-In,58:97:bd:31:04:60,-64,3.2145503,18
Sign-In,58:97:bd:31:04:61,-64.210526,2.5252187,19
Sign-In,58:97:bd:31:04:62,-65.72222,2.6626132,18
Sign-In,58:97:bd:31:04:63,-67.111115,3.9705708,18
Sign-In,58:97:bd:31:04:64,-65.42857,2.96923,14
Sign-In,58:97:bd:31:04:6b,-75.39286,3.2660515,28
Sign-In,58:97:bd:31:04:6c,-75.39286,2.794629,28
Sign-In,58:97:bd:31:04:6d,-72.5,3.0413814,28
Sign-In,58:97:bd:31:04:6e,-72.35714,2.6887898,28
Sign-In,58:97:bd:31:04:6f,-72.46429,2.859597,28
Sign-In,58:97:bd:38:00:00,-71.38461,2.288381,26
Sign-In,58:97:bd:38:00:01,-70.14286,1.9587585,7
Sign-In,58:97:bd:38:00:02,-72.72727,5.1006403,11
Sign-In,58:97:bd:38:00:03,-73.42857,3.6589282,21
Sign-In,58:97:bd:38:00:04,-73.86957,4.183864,23
Sign-In,58:97:bd:38:00:0b,-85.07143,4.0701747,28
Sign-In,58:97:bd:38:00:0c,-85.05556,3.503525,18
Sign-In,58:97:bd:38:00:0d,-83.64286,3.1077588,28
Sign-In,58:97:bd:38:00:0e,-84.18519,2.3888175,27
Sign-In,58:97:bd:38:00:0f,-83.521736,4.116452,23
Sign-In,58:97:bd:38:0a:d0,-66.72222,3.1412237,18
Sign-In,58:97:bd:38:0a:d1,-66.11539,1.9870139,26
Sign-In,58:97:bd:38:0a:d2,-66.12,2.2859573,25
Sign-In,58:97:bd:38:0a:d3,-66.31579,1.7487632,19
Sign-In,58:97:bd:38:0a:d4,-66.652176,3.0160255,23
Sign-In,58:97:bd:38:0a:db,-72.77778,4.2889466,27
Sign-In,58:97:bd:38:0a:dc,-71.36842,4.9119678,19
Sign-In,58:97:bd:38:0a:dd,-70.92857,4.087686,28
Sign-In,58:97:bd:38:0a:de,-70.833336,3.7155828,24
Sign-In,58:97:bd:38:0a:df,-70.5,3.5906625,28
Sign-In,58:97:bd:3d:ef:10,-85.07692,3.6681907,13
Sign-In,58:97:bd:3d:ef:12,-81,0,1
Sign-In,58:97:bd:3d:ef:13,-85.2,3.4292858,10
Sign-In,58:97:bd:3d:ef:14,-80,0,6
Sign-In,58:97:bd:3d:ef:1b,-83.30769,2.6569104,26
Sign-In,58:97:bd:3d:ef:1c,-82.27273,3.5698462,22
Sign-In,58:97:bd:3d:ef:1d,-80.74074,2.6470468,27
Sign-In,58:97:bd:3d:ef:1e,-79.14286,1.1248583,14
Sign-In,58:97:bd:3d:ef:1f,-81.80769,3.305232,26
Sign-In,58:97:bd:3d:ef:dc,-89,0,1
Sign-In,58:97:bd:3d:f4:30,-70.70588,3.52745,17
Sign-In,58:97:bd:3d:f4:31,-69.73684,3.446465,19
Sign-In,58:97:bd:3d:f4:32,-70.083336,2.465033,24
Sign-In,58:97:bd:3d:f4:33,-69.31579,3.9875147,19
Sign-In,58:97:bd:3d:f4:34,-69.47369,2.3701751,19
Sign-In,58:97:bd:3d:f4:3b,-68.318184,3.98162,22
Sign-In,58:97:bd:3d:f4:3c,-67.625,4.1212106,24
Sign-In,58:97:bd:3d:f4:3d,-67.03571,3.076201,28
Sign-In,58:97:bd:3d:f4:3e,-66.85714,3.302751,28
Sign-In,58:97:bd:3d:f4:3f,-66.78571,3.1093998,28
Sign-In,5c:83:8f:27:22:60,-84.64,1.52,50
Sign-In,5c:83:8f:27:22:61,-84.19149,1.3626987,47
Sign-In,5c:83:8f:27:22:62,-84.588234,1.3162105,51
Sign-In,5c:83:8f:27:22:63,-85.37037,2.2956994,27
Sign-In,5c:83:8f:27:22:64,-85.81481,1.785477,27
Sign-In,5c:83:8f:27:22:65,-85.14286,1.4238014,21
Sign-In,5c:83:8f:27:22:66,-86.954544,2.7875903,22
Sign-In,5c:83:8f:27:22:67,-87.05,2.2688105,20
Sign-In,5c:83:8f:27:22:68,-84.59259,1.2548943,27
Sign-In,5c:83:8f:27:22:69,-84.608696,1.4367574,23
Sign-In,5c:83:8f:27:22:6a,-84.5,2.3375812,28
Sign-In,5c:83:8f:27:22:6b,-87.36364,2.7723548,22
Sign-In,5c:83:8f:27:22:6c,-85.60714,1.8388523,28
Sign-In,5c:83:8f:27:22:6d,-86.73913,1.8931775,23
Sign-In,5c:83:8f:27:22:6e,-83.8125,1.5897622,32
Sign-In,5c:83:8f:27:22:6f,-84.59091,1.4972428,22
Sign-In,5c:83:8f:41:cf:60,-68.88,2.6581197,50
Sign-In,5c:83:8f:41:cf:61,-67,3.6055512,56
Sign-In,5c:83:8f:41:cf:62,-70.72549,3.1813083,51
Sign-In,5c:83:8f:41:cf:63,-69.22727,5.575367,22
Sign-In,5c:83:8f:41:cf:64,-73.35714,6.714666,28
Sign-In,5c:83:8f:41:cf:65,-75.82143,4.4725637,28
Sign-In,5c:83:8f:41:cf:66,-68.46429,8.226621,28
Sign-In,5c:83:8f:41:cf:67,-65.833336,3.2489316,24
Sign-In,5c:83:8f:41:cf:68,-69.71429,6.4023266,28
Sign-In,5c:83:8f:41:cf:69,-67.10714,6.810388,28
Sign-In,5c:83:8f:41:cf:6a,-72.28571,4.104502,28
Sign-In,5c:83:8f:41:cf:6b,-67.28,4.6434474,25
Sign-In,5c:83:8f:41:cf:6c,-72.92857,4.087686,28
Sign-In,5c:83:8f:41:cf:6d,-69.98148,3.009188,54
Sign-In,5c:83:8f:41:cf:6e,-71.88372,2.553696,43
Sign-In,5c:83:8f:41:cf:6f,-69.803925,2.7081554,51
Sign-In,64:a0:e7:db:fe:50,-76,0,5
Sign-In,64:a0:e7:db:fe:51,-72.69231,1.3803352,13
Sign-In,64:a0:e7:db:fe:52,-74.86667,3.008137,15
Sign-In,64:a0:e7:db:fe:53,-74.85,2.6884012,20
Sign-In,64:a0:e7:db:fe:5b,-83.789474,2.525219,19
Sign-In,64:a0:e7:db:fe:5c,-83.04348,2.3678696,23
Sign-In,64:a0:e7:db:fe:5d,-81.23529,2.0155108,17
Sign-In,64:a0:e7:db:fe:5e,-80.57143,2.0832999,21
Sign-In,64:a0:e7:db:fe:5f,-82.190475,2.1956458,21
Sign-In,64:a0:e7:f8:de:30,-66,0,7
Sign-In,64:a0:e7:f8:de:31,-71,1,10
Sign-In,64:a0:e7:f8:de:32,-70.72222,1.1928285,18
Sign-In,64:a0:e7:f8:de:33,-67,0,6
Sign-In,64:a0:e7:f8:de:34,-72.6,2.1540656,10
Sign-In,64:a0:e7:f8:de:3b,-60.7,2.7946377,10
