Location,MAC Address,Avg signal strength,"standard deviation, if applicable",sample size
Base of Stairs,64:a0:e7:db:fe:53,-85.333336,2.2110834,15
Base of Stairs,64:a0:e7:f8:de:30,-78.72727,2.004128,11
Base of Stairs,64:a0:e7:f8:de:32,-79,5.903994,7
Base of Stairs,64:a0:e7:f8:de:34,-80,0,5
Base of Stairs,64:a0:e7:f8:de:3b,-83.25,2.9047375,8
Base of Stairs,64:a0:e7:f8:de:3c,-81.117645,2.88775,17
Base of Stairs,64:a0:e7:f8:de:3d,-80.70588,5.6855307,17
Base of Stairs,64:a0:e7:f8:de:3e,-79.3125,4.6866665,16
Base of Stairs,64:a0:e7:f8:de:3f,-79.882355,4.309802,17
Base of Stairs,64:a0:e7:fe:3a:d0,-65,0,4
Base of Stairs,64:a0:e7:fe:3a:d2,-88,0,3
Base of Stairs,64:a0:e7:fe:3a:d4,-78.2,10.777755,10
Base of Stairs,64:a0:e7:fe:3a:dc,-77,0,4
Base of Stairs,64:a0:e7:fe:3a:dd,-75,0,4
Base of Stairs,64:a0:e7:fe:3a:de,-76,0,4
Base of Stairs,64:a0:e7:fe:3a:df,-76,0,4
Base of Stairs,64:a0:e7:fe:47:00,-87,0,4
Base of Stairs,64:a0:e7:fe:47:04,-87,0,4
Base of Stairs,64:a0:e7:fe:49:8b,-88.75,1.1989579,8
Base of Stairs,64:a0:e7:fe:49:8c,-88.57143,1.0497814,14
Base of Stairs,64:a0:e7:fe:49:8d,-89,1.3483998,11
Base of Stairs,64:a0:e7:fe:49:8e,-86.7,0.90000004,10
Base of Stairs,64:a0:e7:fe:49:8f,-87.92308,1.1409535,13
Base of Stairs,64:a0:e7:ff:46:f0,-76.083336,3.4510465,12
Base of Stairs,64:a0:e7:ff:46:f1,-76.29412,2.419643,17
Base of Stairs,64:a0:e7:ff:46:f2,-76.44444,0.496904,9
Base of Stairs,64:a0:e7:ff:46:f3,-76.73333,0.6798693,15
Base of Stairs,64:a0:e7:ff:46:f4,-77.63636,1.493789,11
Base of Stairs,64:a0:e7:ff:46:fb,-72.64286,5.7645116,14
Base of Stairs,64:a0:e7:ff:46:fc,-77.35294,4.5753965,17
Base of Stairs,64:a0:e7:ff:46:fd,-72.82353,3.7921793,17
Base of Stairs,64:a0:e7:ff:46:fe,-72.76471,3.654641,17
Base of Stairs,64:a0:e7:ff:46:ff,-72.882355,3.878786,17
Base of Stairs,a4:17:31:70:85:77,-89,0,5
Base of Stairs,a4:2b:8c:94:5d:61,-91,0,7
Base of Stairs,d4:a0:2a:9a:07:41,-91,0,5
Base of Stairs,d6:e5:5e:5d:f0:ea,-89,0,5
Base of Stairs,ec:e1:a9:6f:a2:a1,-86.545456,0.49792957,11
Base of Stairs,ec:e1:a9:6f:a2:a2,-87,0,6
Base of Stairs,ec:e1:a9:6f:a2:a3,-87,0,5
Base of Stairs,ec:e1:a9:6f:a2:a6,-87,0,6
Base of Stairs,ec:e1:a9:6f:a2:a7,-85,0,5
Base of Stairs,ec:e1:a9:6f:a2:a9,-87.6,0.489898,10
Base of Stairs,ec:e1:a9:6f:a2:aa,-88,0,6
Base of Stairs,ec:e1:a9:6f:a2:ac,-85,0,5
Base of Stairs,ec:e1:a9:6f:a2:ad,-86,0,5
Base of Stairs,f4:1f:c2:71:da:20,-83,1.3483998,11
Base of Stairs,f4:1f:c2:71:da:21,-80,0,1
Base of Stairs,f4:1f:c2:71:da:22,-85,0,5
Base of Stairs,f4:1f:c2:71:da:23,-85.333336,1.4907119,6
Base of Stairs,f4:1f:c2:71:da:25,-85.333336,2.981424,9
Base of Stairs,f4:1f:c2:71:da:26,-85,0,5
Base of Stairs,f4:1f:c2:71:da:27,-84,1,6
Base of Stairs,f4:1f:c2:71:da:28,-85,0,5
Base of Stairs,f4:1f:c2:71:da:29,-85.55556,0.496904,9
Base of Stairs,f4:1f:c2:71:da:2a,-84.5,1.6583124,12
Base of Stairs,f4:1f:c2:71:da:2b,-82.42857,1.3997084,7
Base of Stairs,f4:1f:c2:71:da:2e,-87.44444,1.5713484,9
Base of Stairs,f4:1f:c2:e6:2c:21,-87,0,5
Base of Stairs,f4:1f:c2:e6:2c:22,-82,0,5
Base of Stairs,f4:1f:c2:e6:2c:24,-83.14286,2.8749447,14
Base of Stairs,f4:1f:c2:e6:2c:26,-82,0,5
Base of Stairs,f4:1f:c2:e6:2c:27,-85.875,0.3307189,8
Base of Stairs,f4:1f:c2:e6:2c:28,-81,0,6
Base of Stairs,f4:1f:c2:e6:2c:29,-83.78571,2.3957872,14
Base of Stairs,f4:1f:c2:e6:2c:2a,-85,3,10
Base of Stairs,f4:1f:c2:e6:2c:2c,-86.666664,0.94280905,9
Base of Stairs,f4:1f:c2:e6:2c:2e,-86.4,0.9165151,10
Base of Stairs,f4:1f:c2:e6:2c:2f,-85.5,2.95804,12
Basecamp,00:0f:66:31:90:ad,-87.61539,1.9626691,26
Basecamp,02:20:f0:fa:0d:f7,-84.166664,1.86339,6
Basecamp,02:28:b8:ef:73:ee,-64.09091,4.9320445,33
Basecamp,0c:27:24:51:57:50,-85,0,1
Basecamp,0c:27:24:51:57:53,-85.666664,0.94280905,9
Basecamp,0c:27:24:51:63:89,-88,0,1
Basecamp,0c:27:24:69:cd:20,-67.3125,4.3188357,32
Basecamp,0c:27:24:69:cd:21,-64.92857,5.1749983,28
Basecamp,0c:27:24:69:cd:22,-66.8,5.2915025,25
Basecamp,0c:27:24:69:cd:23,-67.73077,4.090868,26
Basecamp,0c:27:24:69:cd:24,-66.55173,4.6726365,29
Basecamp,0c:27:24:69:cd:2b,-74.3,4.762002,30
Basecamp,0c:27:24:69:cd:2c,-73.56,4.5350194,25
Basecamp,0c:27:24:69:cd:2d,-72.62069,3.9776428,29
Basecamp,0c:27:24:69:cd:2e,-73.12,4.8523808,25
Basecamp,0c:27:24:69:cd:2f,-73,4.3864994,29
Basecamp,0c:27:24:8e:6b:40,-62.296295,3.1483655,27
Basecamp,0c:27:24:8e:6b:41,-62.551723,2.9894786,29
Basecamp,0c:27:24:8e:6b:42,-62.944443,2.320733,18
Basecamp,0c:27:24:8e:6b:43,-63.964287,3.630055,28
Basecamp,0c:27:24:8e:6b:44,-62.72222,1.4455125,18
Basecamp,0c:27:24:8e:6b:4b,-75.28571,2.3733213,28
Basecamp,0c:27:24:8e:6b:4c,-71.878784,3.291473,33
Basecamp,0c:27:24:8e:6b:4d,-72.63636,2.8690424,33
Basecamp,0c:27:24:8e:6b:4e,-72.181816,2.8757558,33
Basecamp,0c:27:24:8e:6b:4f,-72.23333,2.7770889,30
Basecamp,0c:27:24:8e:6f:c0,-65.03846,4.237931,26
Basecamp,0c:27:24:8e:6f:c1,-63.25,2.2618735,28
Basecamp,0c:27:24:8e:6f:c2,-64.86207,2.4029315,29
Basecamp,0c:27:24:8e:6f:c3,-66.85185,3.1470582,27
Basecamp,0c:27:24:8e:6f:c4,-66.3,5.225897,20
Basecamp,0c:27:24:8e:6f:cb,-65.59375,5.9258933,32
Basecamp,0c:27:24:8e:6f:cc,-62.333332,4.6231737,33
Basecamp,0c:27:24:8e:6f:cd,-61.909092,4.151405,33
Basecamp,0c:27:24:8e:6f:ce,-62.030304,4.0338326,33
Basecamp,0c:27:24:8e:6f:cf,-62.18182,4.224421,33
Basecamp,0c:27:24:8e:8f:20,-76.583336,2.465033,24
Basecamp,0c:27:24:8e:8f:21,-75.46875,4.2425256,32
Basecamp,0c:27:24:8e:8f:22,-74.78571,3.1208649,28
Basecamp,0c:27:24:8e:8f:23,-75.22581,3.308929,31
Basecamp,0c:27:24:8e:8f:24,-75.833336,2.7335365,24
Basecamp,0c:27:24:8e:8f:2b,-87.375,0.99215674,16
Basecamp,0c:27:24:8e:8f:2c,-88.666664,0.59628475,15
Basecamp,0c:27:24:8e:8f:2d,-89.36,1.2611107,25
Basecamp,0c:27:24:8e:8f:2e,-89.26923,1.1947865,26
Basecamp,0c:27:24:8e:8f:2f,-88.3125,1.4882351,16
Basecamp,0c:27:24:8f:89:10,-88,0,3
Basecamp,0c:27:24:8f:89:12,-89,0,3
Basecamp,0c:27:24:aa:96:f0,-83,0,6
Basecamp,0c:27:24:aa:96:f1,-84.09091,0.99585915,11
Basecamp,0c:27:24:aa:96:f3,-83.545456,0.49792957,11
Basecamp,0c:27:24:aa:96:f4,-84,0,7
Basecamp,24:a2:e1:ea:c7:f4,-64.90909,5.451514,33
Basecamp,24:a2:e1:ea:c7:f5,-87.2,1.2489997,20
Basecamp,30:b5:c2:b2:5c:de,-89,0,6
Basecamp,58:97:bd:31:04:60,-81.8,3.1241,20
Basecamp,58:97:bd:31:04:61,-85.75,3.3071892,8
Basecamp,58:97:bd:31:04:62,-82.46154,4.271828,13
Basecamp,58:97:bd:31:04:63,-82.72727,1.3876671,22
Basecamp,58:97:bd:31:04:64,-82.5625,3.952353,16
Basecamp,58:97:bd:31:04:6c,-90,0,1
Basecamp,58:97:bd:31:04:6d,-91,0,1
Basecamp,58:97:bd:31:04:6e,-92,0,1
Basecamp,58:97:bd:31:04:6f,-91,0,1
Basecamp,58:97:bd:38:00:00,-85,1.4142135,3
Basecamp,58:97:bd:38:00:04,-83,0,1
Basecamp,58:97:bd:38:0a:d0,-80.71429,2.7280354,21
Basecamp,58:97:bd:38:0a:d1,-76.17647,1.5043188,17
Basecamp,58:97:bd:38:0a:d2,-79.04,2.7637658,25
Basecamp,58:97:bd:38:0a:d3,-78.37931,3.8003066,29
Basecamp,58:97:bd:38:0a:d4,-80.22222,3.5206623,27
Basecamp,58:97:bd:38:0a:db,-91,0,6
Basecamp,58:97:bd:38:0a:dc,-90,0,6
Basecamp,58:97:bd:38:0a:df,-89.28571,0.69985425,7
Basecamp,58:97:bd:3d:f4:30,-80.03846,1.950952,26
Basecamp,58:97:bd:3d:f4:31,-82.6875,2.0223362,16
Basecamp,58:97:bd:3d:f4:32,-81,2.3858557,26
Basecamp,58:97:bd:3d:f4:33,-80.166664,2.4776783,30
Basecamp,58:97:bd:3d:f4:34,-82.4,3.342654,30
Basecamp,58:97:bd:3d:f4:3b,-86.21429,2.5684505,28
Basecamp,58:97:bd:3d:f4:3c,-85.541664,1.7790251,24
Basecamp,58:97:bd:3d:f4:3d,-86.03226,1.2568235,31
Basecamp,58:97:bd:3d:f4:3e,-86.16,2.1294134,25
Basecamp,58:97:bd:3d:f4:3f,-84.82609,0.81572455,23
Basecamp,5c:83:8f:41:cf:60,-81.045456,3.9940557,22
Basecamp,5c:83:8f:41:cf:61,-81.81579,4.0578403,38
Basecamp,5c:83:8f:41:cf:62,-82.166664,5.359312,24
Basecamp,5c:83:8f:41:cf:63,-80.12,2.6880481,25
Basecamp,5c:83:8f:41:cf:64,-80.05882,2.577518,17
Basecamp,5c:83:8f:41:cf:65,-81.42308,2.9374652,26
Basecamp,5c:83:8f:41:cf:66,-81.35714,2.9180996,28
Basecamp,5c:83:8f:41:cf:67,-81.40625,2.881616,32
Basecamp,5c:83:8f:41:cf:68,-81.77419,2.3239245,31
Basecamp,5c:83:8f:41:cf:69,-80.47369,2.8904276,19
Basecamp,5c:83:8f:41:cf:6a,-81.48,3.0740201,25
Basecamp,5c:83:8f:41:cf:6b,-81.1579,3.950525,19
Basecamp,5c:83:8f:41:cf:6c,-80.73333,2.9089897,30
Basecamp,5c:83:8f:41:cf:6d,-83.324326,3.904634,37
Basecamp,5c:83:8f:41:cf:6e,-81,3.6235943,23
Basecamp,5c:83:8f:41:cf:6f,-82.393936,3.0345423,33
Basecamp,64:a0:e7:db:fe:20,-79,0,2
Basecamp,64:a0:e7:db:fe:21,-84,0,6
Basecamp,64:a0:e7:db:fe:22,-78,0,6
Basecamp,64:a0:e7:db:fe:23,-84.42857,1.3997084,7
Basecamp,64:a0:e7:db:fe:24,-79,0,6
Basecamp,64:a0:e7:db:fe:2b,-85.5,4.1347494,26
Basecamp,64:a0:e7:db:fe:2c,-85.88,3.7769833,25
Basecamp,64:a0:e7:db:fe:2d,-83.38095,4.551046,21
Basecamp,64:a0:e7:db:fe:2e,-83.23077,4.7499604,26
Basecamp,64:a0:e7:db:fe:2f,-83.84615,4.434934,26
Basecamp,64:a0:e7:db:fe:50,-88.666664,0.47140452,9
Basecamp,64:a0:e7:db:fe:51,-82,0,1
Basecamp,64:a0:e7:db:fe:52,-82,0,1
Basecamp,64:a0:e7:db:fe:53,-87.333336,1.490712,18
Basecamp,64:a0:e7:db:fe:54,-88,0,6
Basecamp,64:a0:e7:f8:de:30,-85.916664,1.3202485,24
Basecamp,64:a0:e7:f8:de:31,-85.4,1.9595917,10
Basecamp,64:a0:e7:f8:de:32,-83.789474,1.6408902,19
Basecamp,64:a0:e7:f8:de:33,-85.4375,2.5731485,16
Basecamp,64:a0:e7:f8:de:34,-84.354836,2.3077483,31
Basecamp,64:a0:e7:f8:de:3b,-87.76471,0.7299808,17
Basecamp,64:a0:e7:f8:de:3c,-88.64,1.7176728,25
Basecamp,64:a0:e7:f8:de:3d,-88.36,0.93295234,25
Basecamp,64:a0:e7:f8:de:3e,-88.041664,1.4282613,24
Basecamp,64:a0:e7:f8:de:3f,-88,0.8944272,15
Basecamp,64:a0:e7:fe:3a:d0,-77.375,7.3018975,24
Basecamp,64:a0:e7:fe:3a:d1,-77.375,5.6665134,16
Basecamp,64:a0:e7:fe:3a:d2,-76.78571,6.482709,14
Basecamp,64:a0:e7:fe:3a:d3,-78.14286,1.1248581,21
Basecamp,64:a0:e7:fe:3a:d4,-80.19231,7.442184,26
Basecamp,64:a0:e7:fe:3a:dc,-75.5,0.8660254,4
Basecamp,64:a0:e7:fe:3a:dd,-75,0,4
Basecamp,64:a0:e7:fe:3a:de,-76,0,4
Basecamp,64:a0:e7:fe:3a:df,-76,0,4
Basecamp,64:a0:e7:fe:47:00,-87,0,1
Basecamp,64:a0:e7:fe:47:01,-87,0,3
Basecamp,64:a0:e7:fe:47:02,-87,0,3
Basecamp,64:a0:e7:fe:47:04,-87,0,1
Basecamp,64:a0:e7:ff:46:f0,-82.034485,2.658529,29
Basecamp,64:a0:e7:ff:46:f1,-80.8,2.6000001,20
Basecamp,64:a0:e7:ff:46:f2,-82.5,2.6457512,24
Basecamp,64:a0:e7:ff:46:f3,-79.31579,1.4886459,19
Basecamp,64:a0:e7:ff:46:f4,-83.454544,3.2435565,22
Basecamp,64:a0:e7:ff:46:fb,-82.391304,1.950232,23
Basecamp,64:a0:e7:ff:46:fc,-80.58064,1.62191,31
Basecamp,64:a0:e7:ff:46:fd,-80.066666,2.6195843,30
Basecamp,64:a0:e7:ff:46:fe,-79.129036,1.7733135,31
Basecamp,64:a0:e7:ff:46:ff,-80.16129,2.9522738,31
Basecamp,a4:2b:8c:94:5d:61,-91,0,5
Basecamp,ec:e1:a9:6f:a2:a2,-84.545456,0.49792957,11
Basecamp,ec:e1:a9:6f:a2:a4,-85.63636,1.4937888,11
Basecamp,ec:e1:a9:6f:a2:a8,-85,0,6
Basecamp,f4:1f:c2:71:da:20,-82,2.04939,10
Basecamp,f4:1f:c2:71:da:21,-86.72727,2.489648,11
Basecamp,f4:1f:c2:71:da:22,-86,0,6
Basecamp,f4:1f:c2:71:da:23,-84.75,1.47902,12
Basecamp,f4:1f:c2:71:da:25,-85,4.7555637,13
Basecamp,f4:1f:c2:71:da:26,-87,0,6
Basecamp,f4:1f:c2:71:da:28,-83,2.828427,9
Basecamp,f4:1f:c2:71:da:29,-89.09091,0.99585915,11
Basecamp,f4:1f:c2:71:da:2a,-86,0,6
Basecamp,f4:1f:c2:71:da:2b,-86.55556,2.0061636,18
Basecamp,f4:1f:c2:71:da:2c,-85.75,1.47902,12
Basecamp,f4:1f:c2:71:da:2d,-86.6,0.9165151,10
Basecamp,f4:1f:c2:71:da:2e,-80,2.236068,6
Basecamp,f4:1f:c2:71:da:2f,-79.666664,1.4907119,6
Book Holders,02:28:b8:ef:73:ee,-72.92308,2.4325216,13
Book Holders,0c:27:24:51:57:50,-78,0,5
Book Holders,0c:27:24:51:57:51,-74.90909,1.9284734,11
Book Holders,0c:27:24:51:57:52,-77,0,5
Book Holders,0c:27:24:51:57:53,-78,0,5
Book Holders,0c:27:24:51:57:54,-77.14286,0.3499271,7
Book Holders,0c:27:24:51:57:5b,-87,0,5
Book Holders,0c:27:24:51:57:5c,-89.2,1.6,5
Book Holders,0c:27:24:51:57:5d,-86,0,5
Book Holders,0c:27:24:51:57:5e,-82,0,3
Book Holders,0c:27:24:51:57:5f,-89.8,0.4,5
Book Holders,0c:27:24:69:cd:21,-73,0,3
Book Holders,0c:27:24:69:cd:22,-80.85714,1.1248583,7
Book Holders,0c:27:24:69:cd:24,-81,0,5
Book Holders,0c:27:24:69:cd:2b,-88,0,1
Book Holders,0c:27:24:69:cd:2c,-90,0,5
Book Holders,0c:27:24:69:cd:2d,-89,0,1
Book Holders,0c:27:24:69:cd:2f,-88,0,3
Book Holders,0c:27:24:8e:6b:40,-65,6,10
Book Holders,0c:27:24:8e:6b:41,-65.333336,4.921608,12
Book Holders,0c:27:24:8e:6b:42,-64.166664,5.335937,12
Book Holders,0c:27:24:8e:6b:43,-66.166664,2.852874,12
Book Holders,0c:27:24:8e:6b:44,-64.90909,5.7596493,11
Book Holders,0c:27:24:8e:6b:4b,-81,1.1094004,13
Book Holders,0c:27:24:8e:6b:4c,-75.333336,2.981424,6
Book Holders,0c:27:24:8e:6b:4d,-78.333336,1.9293064,12
Book Holders,0c:27:24:8e:6b:4e,-75.888885,2.2825155,9
Book Holders,0c:27:24:8e:6b:4f,-78.53846,2.7348292,13
Book Holders,0c:27:24:8e:6f:c1,-69,0,1
Book Holders,0c:27:24:8e:6f:c2,-78,0,5
Book Holders,0c:27:24:8e:6f:c3,-79.38461,3.9328694,13
Book Holders,0c:27:24:8e:6f:c4,-81.14286,3.3563828,7
Book Holders,0c:27:24:8e:6f:cb,-85.69231,0.46153846,13
Book Holders,0c:27:24:8e:6f:cc,-85.7,2.6095977,10
Book Holders,0c:27:24:8e:6f:cd,-83.55556,1.2570789,9
Book Holders,0c:27:24:8e:6f:ce,-84,0.91287094,12
Book Holders,0c:27:24:8e:6f:cf,-85.181816,1.6414063,11
Book Holders,0c:27:24:8e:8b:10,-81.77778,0.9162457,9
Book Holders,0c:27:24:8e:8b:12,-81.28571,1.9794867,7
Book Holders,0c:27:24:8e:8b:13,-78,0,5
Book Holders,0c:27:24:8e:8b:14,-80.72727,1.3545151,11
Book Holders,0c:27:24:8e:8f:20,-82,0,6
Book Holders,0c:27:24:8e:8f:2b,-89.8,0.4,5
Book Holders,0c:27:24:8e:96:50,-84,0,5
Book Holders,0c:27:24:8e:96:52,-86,0,5
Book Holders,0c:27:24:aa:55:b0,-83.2,1.6,5
Book Holders,0c:27:24:aa:55:b2,-82.666664,0.745356,6
Book Holders,0c:27:24:aa:55:b3,-83.85714,1.3552619,7
Book Holders,0c:27:24:aa:55:b4,-80,0,1
Book Holders,0c:27:24:aa:55:bb,-89,0,1
Book Holders,0c:27:24:aa:55:bd,-89.2,0.4,5
Book Holders,0c:27:24:aa:55:be,-89.666664,1.3743685,6
Book Holders,0c:27:24:aa:55:bf,-90,0,1
Book Holders,14:dd:a9:8a:cf:08,-79.61539,2.5279503,13
Book Holders,24:a2:e1:ea:c7:f4,-73.333336,3.1710498,12
Book Holders,24:a2:e1:ea:c7:f5,-89,0,3
Book Holders,30:b5:c2:b2:5c:dd,-87,0.42640144,11
Book Holders,30:b5:c2:b2:5c:de,-72,2.0380986,13
Book Holders,42:72:e8:df:8d:fc,-77.53846,2.3734229,13
Book Holders,58:97:bd:31:04:60,-62.4,2.1999998,10
Book Holders,58:97:bd:31:04:61,-58,0,3
Book Holders,58:97:bd:31:04:62,-59,2.1122353,13
Book Holders,58:97:bd:31:04:63,-60.909092,3.1175323,11
Book Holders,58:97:bd:31:04:64,-60.666668,3.8369546,12
Book Holders,58:97:bd:31:04:6b,-69.61539,3.199482,13
Book Holders,58:97:bd:31:04:6c,-67.30769,1.6817853,13
Book Holders,58:97:bd:31:04:6d,-66.76923,1.7608497,13
Book Holders,58:97:bd:31:04:6e,-66.23077,1.9276868,13
Book Holders,58:97:bd:31:04:6f,-66.30769,1.5876744,13
Book Holders,58:97:bd:38:00:00,-68.416664,2.9568655,12
Book Holders,58:97:bd:38:00:01,-68,0,3
Book Holders,58:97:bd:38:00:02,-67.77778,1.3966451,9
Book Holders,58:97:bd:38:00:03,-66.166664,1.462494,12
Book Holders,58:97:bd:38:00:04,-69.77778,0.7856742,9
Book Holders,58:97:bd:38:00:0b,-79.5,0.70710677,8
Book Holders,58:97:bd:38:00:0c,-81.333336,2.708013,9
Book Holders,58:97:bd:38:00:0d,-78.92308,0.82848686,13
Book Holders,58:97:bd:38:00:0e,-79.07692,1.0714145,13
Book Holders,58:97:bd:38:00:0f,-80.36364,2.9625764,11
Book Holders,58:97:bd:38:0a:d0,-59.4,4.737088,10
Book Holders,58:97:bd:38:0a:d1,-59.384617,2.020604,13
Book Holders,58:97:bd:38:0a:d2,-61.272728,2.8948512,11
Book Holders,58:97:bd:38:0a:d3,-58.333332,1.4907119,6
Book Holders,58:97:bd:38:0a:d4,-60,4.97996,10
Book Holders,58:97:bd:38:0a:db,-66.166664,1.3437096,12
Book Holders,58:97:bd:38:0a:dc,-66.23077,3.2852547,13
Book Holders,58:97:bd:38:0a:dd,-65.38461,1.5461347,13
Book Holders,58:97:bd:38:0a:de,-65.23077,1.5268795,13
Book Holders,58:97:bd:38:0a:df,-64.92308,1.6853001,13
Book Holders,58:97:bd:3d:ef:11,-85,0,4
Book Holders,58:97:bd:3d:ef:13,-77,0,1
Book Holders,58:97:bd:3d:ef:14,-83,0,5
Book Holders,58:97:bd:3d:ef:1b,-77.53846,1.2779422,13
Book Holders,58:97:bd:3d:ef:1c,-79.583336,2.691292,12
Book Holders,58:97:bd:3d:ef:1d,-77.61539,0.9230769,13
Book Holders,58:97:bd:3d:ef:1e,-79.416664,2.7826343,12
Book Holders,58:97:bd:3d:ef:1f,-77.61539,0.9230769,13
Book Holders,58:97:bd:3d:ef:db,-89.14286,0.98974335,7
Book Holders,58:97:bd:3d:ef:dc,-88,0,10
Book Holders,58:97:bd:3d:ef:dd,-87.1,1.3747727,10
Book Holders,58:97:bd:3d:ef:de,-89,0,5
Book Holders,58:97:bd:3d:ef:df,-88.44444,0.496904,9
Book Holders,58:97:bd:3d:f4:30,-59.1,0.9433981,10
Book Holders,58:97:bd:3d:f4:31,-58.666668,2.4944382,12
Book Holders,58:97:bd:3d:f4:32,-58.46154,3.6292686,13
Book Holders,58:97:bd:3d:f4:33,-59.22222,5.4523754,9
Book Holders,58:97:bd:3d:f4:34,-60.25,3.8971143,8
Book Holders,58:97:bd:3d:f4:3b,-61.615383,2.4663415,13
Book Holders,58:97:bd:3d:f4:3c,-59.454544,2.995865,11
Book Holders,58:97:bd:3d:f4:3d,-58.923077,2.3025582,13
Book Holders,58:97:bd:3d:f4:3e,-59.153847,2.537296,13
Book Holders,58:97:bd:3d:f4:3f,-58.76923,2.4854605,13
Book Holders,5c:83:8f:27:22:60,-85.15385,1.291758,13
Book Holders,5c:83:8f:27:22:61,-87.933334,0.24944381,15
Book Holders,5c:83:8f:27:22:62,-85.666664,2.7182515,12
Book Holders,5c:83:8f:27:22:63,-86,0.91287094,12
Book Holders,5c:83:8f:27:22:64,-87,0,7
Book Holders,5c:83:8f:27:22:65,-84.85714,0.34992713,7
Book Holders,5c:83:8f:27:22:66,-84.166664,0.6871843,6
Book Holders,5c:83:8f:27:22:67,-84,0,3
Book Holders,5c:83:8f:27:22:68,-86.833336,0.98601323,12
Book Holders,5c:83:8f:27:22:69,-86.833336,0.98601323,12
Book Holders,5c:83:8f:27:22:6a,-87,0,10
Book Holders,5c:83:8f:27:22:6b,-87,0,5
Book Holders,5c:83:8f:27:22:6c,-88,0,11
Book Holders,5c:83:8f:27:22:6d,-85.71429,0.69985425,7
Book Holders,5c:83:8f:27:22:6e,-86.25,1.47902,12
Book Holders,5c:83:8f:27:22:6f,-86.125,0.3307189,8
Book Holders,5c:83:8f:41:cf:20,-88,0,3
Book Holders,5c:83:8f:41:cf:60,-66.48,2.9680974,25
Book Holders,5c:83:8f:41:cf:61,-69.611115,2.5849755,18
Book Holders,5c:83:8f:41:cf:62,-65.30769,3.3370786,26
Book Holders,5c:83:8f:41:cf:63,-67.61539,6.7201014,13
Book Holders,5c:83:8f:41:cf:64,-65.76923,5.8854957,13
Book Holders,5c:83:8f:41:cf:65,-63.636364,2.7059777,11
Book Holders,5c:83:8f:41:cf:66,-65.38461,5.484782,13
Book Holders,5c:83:8f:41:cf:67,-66.30769,2.3982239,13
Book Holders,5c:83:8f:41:cf:68,-67.416664,7.1117077,12
Book Holders,5c:83:8f:41:cf:69,-61.636364,2.6032403,11
Book Holders,5c:83:8f:41:cf:6a,-68.53846,3.2490325,13
Book Holders,5c:83:8f:41:cf:6b,-65.545456,1.7248788,11
Book Holders,5c:83:8f:41:cf:6c,-71.07692,2.999014,13
Book Holders,5c:83:8f:41:cf:6d,-65.75,1.8540496,24
Book Holders,5c:83:8f:41:cf:6e,-65.72,2.96,25
Book Holders,5c:83:8f:41:cf:6f,-66.65,2.574393,20
Book Holders,64:a0:e7:db:fe:24,-88,0,3
Book Holders,64:a0:e7:db:fe:2e,-92,0,1
Book Holders,64:a0:e7:db:fe:50,-69,1.3483998,11
Book Holders,64:a0:e7:db:fe:51,-64.5,0.70710677,8
Book Holders,64:a0:e7:db:fe:52,-71,0,3
Book Holders,64:a0:e7:db:fe:53,-67.666664,1.8856183,12
Book Holders,64:a0:e7:db:fe:54,-67.375,4.357106,8
Book Holders,64:a0:e7:db:fe:5b,-79.15385,2.3808904,13
Book Holders,64:a0:e7:db:fe:5c,-79.166664,4.297932,12
Book Holders,64:a0:e7:db:fe:5d,-76.30769,2.2662954,13
Book Holders,64:a0:e7:db:fe:5e,-76,1.617215,13
Book Holders,64:a0:e7:db:fe:5f,-76.07692,1.9791816,13
Book Holders,64:a0:e7:f8:de:30,-65,0,1
Book Holders,64:a0:e7:f8:de:33,-68.5,1.5652477,10
Book Holders,64:a0:e7:f8:de:34,-70,0,5
Book Holders,64:a0:e7:f8:de:3b,-67.416664,4.4433165,12
Book Holders,64:a0:e7:f8:de:3c,-72.333336,2.748737,9
Book Holders,64:a0:e7:f8:de:3d,-71.23077,2.635668,13
Book Holders,64:a0:e7:f8:de:3e,-71.30769,2.3331923,13
Book Holders,64:a0:e7:f8:de:3f,-72.23077,3.0167186,13
Book Holders,64:a0:e7:fe:3a:d0,-84,0,5
Book Holders,64:a0:e7:fe:3a:d1,-83,2.345208,8
Book Holders,64:a0:e7:fe:3a:d2,-85.333336,0.745356,6
Book Holders,64:a0:e7:fe:3a:d3,-86,0,4
Book Holders,64:a0:e7:fe:3a:d4,-85,0,5
Book Holders,64:a0:e7:fe:3b:e4,-87,0,3
Book Holders,64:a0:e7:fe:3b:ec,-91,0,1
Book Holders,64:a0:e7:fe:3b:ef,-90,0,5
Book Holders,64:a0:e7:fe:40:e0,-76.75,1.8540496,8
Book Holders,64:a0:e7:fe:40:e1,-74.125,1.4523687,8
Book Holders,64:a0:e7:fe:40:e2,-77.5,0.5,8
Book Holders,64:a0:e7:fe:40:e3,-80,0,4
Book Holders,64:a0:e7:fe:40:e4,-77,0,6
Book Holders,64:a0:e7:fe:40:eb,-84.9,0.29999998,10
Book Holders,64:a0:e7:fe:40:ec,-86.5,1.8027756,12
Book Holders,64:a0:e7:fe:40:ed,-85,0,5
Book Holders,64:a0:e7:fe:40:ee,-84.833336,1.7240133,12
Book Holders,64:a0:e7:fe:40:ef,-85,0,10
Book Holders,64:a0:e7:fe:45:b2,-86,0,4
